Emission Date,Refining of mineral oil,Metal ore roasting or sintering,Production or processing of ferrous metals,Production of Pig iron or steel,Production or processing of non-ferrous metals,Primary aluminum production,Secondary aluminum production,Production of cement clinker,Production of lime or calcination of dolomite/magnesite,Manufacture of glass,Ceramic production,Mineral wool manufacturing,Production or processing of gypsum or plasterboard,Production of pulp,Paper or cardboard,Production of Carbon black,Production of coke oven,Production of Nitric acid,Production of Adipic acid,Production of Bulk chemicals,Production of Soda ash and sodium bicarbonate,Production of Hydrogen and synthesis gas
2024-02-10,332370,6210,25131,284238,16915,9941,3052,284690,68023,48872,41869,4970,2741,10811,46696,4628,14003,7097,295,80879,11798,18260
2024-02-11,282010,5148,20801,240072,14233,8354,2615,238669,56853,41595,36294,4269,2328,9063,39112,3831,11910,5901,245,67351,9802,15173
2024-02-12,282936,5510,22363,244004,14620,8613,2551,247711,59509,41364,34214,4133,2328,9409,40695,4119,11867,6265,261,71218,10431,16139
2024-02-13,358403,7184,29210,310943,18720,11047,3189,318659,76839,52180,42040,5147,2944,12105,52408,5380,14984,8139,340,92367,13565,20985
2024-02-14,357028,7100,28853,309233,18593,10966,3189,316080,76139,52040,42240,5152,2934,12006,51968,5314,14940,8051,336,91414,13415,20754
2024-02-15,328844,6302,25550,282666,16891,9942,2986,285463,68435,48184,40415,4848,2708,10842,46868,4706,13817,7180,299,81696,11947,18487
2024-02-16,296175,5351,21607,251627,14893,8736,2757,249334,59314,43744,38469,4508,2446,9467,40844,3979,12522,6142,255,70149,10199,15788
2024-02-17,277774,4784,19250,233859,13737,8036,2635,228236,53953,41276,37572,4330,2299,8665,37319,3545,11799,5527,228,63316,9161,14185
2024-02-18,247984,4421,17832,210140,12411,7274,2321,207334,49235,36690,32590,3801,2049,7872,33946,3284,10498,5083,211,58104,8436,13061
2024-02-19,242320,4514,18266,207109,12319,7239,2228,207246,49500,35645,30609,3629,1998,7870,33989,3364,10213,5161,215,58828,8579,13278
2024-02-20,280403,4964,20016,237300,14000,8203,2632,233621,55427,41523,37069,4312,2318,8870,38240,3686,11879,5714,237,65338,9480,14677
2024-02-21,317984,6126,24841,273615,16364,9634,2881,276781,66398,46560,38881,4675,2618,10512,45452,4575,13353,6973,291,79327,11606,17959
2024-02-22,323406,6296,25551,278883,16709,9843,2917,283084,68003,47283,39123,4725,2661,10752,46505,4706,13565,7158,299,81379,11919,18441
2024-02-23,328327,6417,26046,283349,16987,10009,2956,287977,69213,47977,39562,4787,2701,10938,47316,4797,13766,7292,304,82876,12142,18787
2024-02-24,305300,5730,23197,261324,15563,9149,2798,262126,62669,44864,38293,4554,2517,9955,43002,4272,12857,6545,272,74567,10882,16842
2024-02-25,269972,4999,20218,230466,13695,8044,2488,230167,54931,39745,34295,4057,2227,8740,37740,3723,11385,5720,238,65220,9506,14712
2024-02-26,275022,5205,21085,235806,14062,8271,2511,237176,56766,40368,34217,4083,2266,9007,38922,3883,11571,5939,247,67633,9879,15287
2024-02-27,358159,7030,28543,309369,18560,10939,3218,314862,75717,52304,42965,5209,2946,11959,51742,5257,15010,7984,333,90723,13298,20573
2024-02-28,351522,6815,27649,302869,18133,10680,3176,307013,73711,51424,42705,5149,2893,11661,50428,5092,14751,7752,323,88153,12906,19969
2024-02-29,351522,6815,27649,302869,18133,10680,3176,307013,73711,51424,42705,5149,2893,11661,50428,5092,14751,7752,323,88153,12906,19969
2024-03-01,339241,6470,26224,290787,17523,10273,3093,290590,69640,49612,41709,4998,2788,11144,48168,4887,14259,7459,311,84895,12412,19206
2024-03-02,333925,6355,25754,286106,17235,10103,3048,285710,68451,48850,41143,4925,2744,10956,47355,4799,14039,7329,305,83418,12193,18868
2024-03-03,329003,6266,25395,281932,16985,9957,3002,281613,67476,48124,40506,4851,2704,10799,46678,4732,13831,7226,301,82240,12022,18603
2024-03-04,283666,5336,21610,242482,14579,8541,2602,241247,57712,41563,35343,4211,2333,9251,39968,4027,11940,6163,256,70204,10250,15863
2024-03-05,283926,5536,22471,244473,14786,8680,2564,246072,59141,41394,34139,4130,2330,9437,40823,4187,11905,6365,266,72345,10599,16399
2024-03-06,329585,6346,25739,283061,17084,10022,2993,283752,68086,48136,40137,4829,2707,10882,47052,4796,13839,7308,305,83125,12164,18822
2024-03-07,315099,5728,23141,267534,15996,9353,2932,263248,62692,46381,40530,4764,2595,10093,43556,4312,13311,6645,276,75848,11037,17084
2024-03-08,384403,5988,27463,268774,16009,9613,2736,267843,63073,47444,43791,4375,2739,11795,44934,4711,13887,6715,264,76589,11344,17712
2024-03-09,322850,6049,24489,275753,16569,9704,2966,273987,65509,47330,40382,4803,2655,10506,45385,4563,13596,6990,291,79637,11623,17988
2024-03-10,298589,5426,21922,253503,15157,8862,2778,249423,59398,43952,38414,4515,2460,9563,41268,4085,12614,6295,261,71859,10456,16185
2024-03-11,278715,5282,21402,238604,14364,8418,2548,237958,56980,40796,34479,4121,2291,9125,39434,3988,11723,6095,254,69394,10139,15690
2024-03-12,254990,4842,19620,218379,13150,7708,2329,217924,52196,37313,31484,3766,2096,8357,36117,3656,10723,5586,233,63587,9293,14380
2024-03-13,283943,4998,20146,239596,14252,8318,2676,233354,55338,41969,37560,4364,2342,8946,38562,3753,12034,5823,241,66605,9661,14957
2024-03-14,295016,5324,21497,250128,14938,8730,2753,245547,58421,43466,38194,4478,2431,9414,40616,4005,12472,6182,256,70598,10265,15891
2024-03-15,312841,6001,24333,268474,16194,9497,2845,268797,64466,45715,38243,4594,2570,10308,44565,4534,13141,6914,288,78659,11507,17805
2024-03-16,281539,5054,20400,238460,14229,8314,2633,233702,55564,41509,36618,4285,2320,8960,38649,3801,11909,5873,244,67089,9750,15094
2024-03-17,265299,4644,18712,223629,13291,7754,2506,217420,51522,39240,35258,4089,2189,8335,35921,3486,11250,5415,224,61955,8981,13905
2024-03-18,231808,4167,16821,196390,11721,6849,2167,192555,45789,34171,30114,3525,1910,7382,31846,3134,9804,4841,201,55299,8038,12443
2024-03-19,232451,4443,18012,199340,12017,7046,2117,199349,47788,33984,28516,3420,1910,7645,33047,3356,9768,5121,213,58277,8522,13187
2024-03-20,287714,5516,22366,246882,14890,8732,2617,247134,59266,42046,35190,4226,2364,9477,40973,4168,12086,6356,265,72308,10577,16366
2024-03-21,270890,4989,20174,230588,13816,8084,2507,227848,54355,39805,34431,4068,2230,8736,37718,3759,11428,5778,240,65899,9602,14861
2024-03-22,407792,9096,37223,361534,22373,13238,3443,380504,93038,58236,41760,5435,3322,14601,63447,6938,16827,10295,433,116124,17222,26625
2024-03-23,258505,4554,18356,218161,12979,7575,2436,212527,50404,38205,34174,3972,2133,8147,35121,3420,10955,5305,220,60673,8801,13626
2024-03-24,262876,4656,18776,222081,13223,7720,2471,216721,51436,38824,34590,4028,2168,8308,35822,3498,11134,5420,225,61970,8994,13924
2024-03-25,221640,3711,14902,185290,10936,6364,2129,177640,41847,32963,30530,3489,1833,6809,29299,2776,9439,4353,180,49955,7208,11163
2024-03-26,223568,4042,16323,189618,11328,6621,2085,186255,44325,32932,28897,3390,1842,7141,30810,3041,9450,4692,195,53579,7792,12062
2024-03-27,266080,4670,18818,224395,13342,7785,2511,218342,51757,39343,35286,4096,2195,8370,36077,3506,11280,5443,225,62265,9028,13978
2024-03-28,283821,5172,20898,241092,14421,8433,2638,237416,56558,41764,36426,4286,2338,9103,39285,3894,11987,5998,249,68454,9963,15422
2024-03-29,277909,5121,20707,236584,14177,8295,2571,233807,55780,40834,35308,4172,2288,8965,38705,3858,11724,5930,246,67631,9855,15253
2024-03-30,268515,4769,19234,226960,13520,7894,2522,221671,52629,39644,35252,4109,2214,8498,36644,3583,11370,5549,230,63435,9209,14257
2024-03-31,260803,4570,18413,219878,13070,7626,2462,213837,50679,38571,34633,4018,2152,8197,35331,3431,11058,5327,221,60951,8836,13681
2024-04-01,274668,5023,20517,231445,13966,7145,2667,250482,56574,38426,34931,4279,2296,9866,43900,3198,11177,5804,246,66270,8299,15671
2024-04-02,291318,5768,23692,249351,15241,7834,2736,276853,63186,40324,34420,4349,2425,10908,48670,3693,11757,6597,281,74956,9461,17856
2024-04-03,353514,7052,28976,303041,18545,9536,3309,337269,77048,48883,41462,5255,2942,13289,59308,4517,14255,8057,344,91504,11558,21813
2024-04-04,365820,7351,30222,314065,19244,9899,3413,350380,80120,50532,42583,5415,3043,13806,61630,4711,14740,8392,358,95261,12041,22723
2024-04-05,356878,7156,29417,306256,18759,9649,3333,341434,78053,49312,41632,5289,2969,13453,60052,4586,14383,8172,349,92774,11724,22126
2024-04-06,322581,6261,25681,274999,16754,8601,3056,303356,69054,44775,38868,4870,2688,11951,53288,4003,13047,7179,306,81661,10287,19418
2024-04-07,291966,5661,23219,248850,15158,7782,2767,274423,62460,40531,35212,4410,2433,10811,48204,3620,11810,6492,277,73851,9303,17559
2024-04-08,278922,5566,22873,239121,14635,7525,2611,266169,60809,38566,32698,4145,2321,10487,46806,3566,11247,6360,271,72224,9123,17217
2024-04-09,250426,4987,20492,214602,13130,6751,2346,238716,54523,34636,29419,3726,2084,9406,41975,3195,10100,5700,243,64736,8176,15430
2024-04-10,260211,5020,20584,221565,13485,6921,2471,243942,55486,36147,31531,3941,2169,9610,42842,3209,10531,5761,245,65554,8254,15580
2024-04-11,309919,5947,24373,263604,16030,8224,2950,289714,65850,43085,37750,4708,2584,11413,50870,3799,12550,6828,291,77731,9782,18464
2024-04-12,321736,6166,25271,273591,16634,8533,3064,300579,68309,44734,39232,4891,2683,11841,52775,3939,13030,7082,301,80619,10144,19148
2024-04-13,325116,6289,25788,276970,16864,8656,3085,305192,69441,45148,39302,4917,2710,12024,53604,4020,13154,7213,307,82074,10336,19510
2024-04-14,328108,6446,26463,280397,17117,8794,3092,310533,70800,45466,39069,4920,2733,12235,54574,4125,13253,7380,315,83886,10580,19969
2024-04-15,279492,5414,22202,238170,14505,7446,2650,262556,59751,38805,33741,4224,2330,10344,46118,3461,11306,6209,265,70636,8897,16794
2024-04-16,275144,5508,22639,236033,14453,7433,2572,262998,60109,38027,32153,4082,2289,10363,46253,3529,11091,6291,269,71426,9025,17032
2024-04-17,323287,6360,26112,276354,16874,8670,3045,306191,69823,44790,38443,4844,2692,12064,53814,4071,13056,7280,310,82745,10438,19700
2024-04-18,316951,6046,24769,269269,16358,8390,3025,295376,67085,44097,38820,4830,2644,11636,51852,3861,12842,6947,296,79114,9950,18783
2024-04-19,316832,5994,24544,268735,16304,8358,3034,294017,66705,44129,39099,4849,2644,11582,51597,3826,12848,6896,293,78564,9873,18638
2024-04-20,318851,6164,25278,271606,16536,8488,3026,299232,68080,44281,38563,4824,2658,11789,52556,3940,12901,7071,301,80459,10132,19126
2024-04-21,309212,5917,24249,262864,15978,8196,2947,288652,65586,43002,37758,4704,2579,11371,50678,3780,12524,6797,289,77387,9736,18378
2024-04-22,271473,5278,21650,231506,14108,7244,2570,255514,58176,37673,32658,4095,2262,10067,44887,3375,10978,6050,258,68815,8671,16366
2024-04-23,264614,5205,21368,226188,13810,7095,2492,250592,57143,36662,31472,3965,2204,9873,44042,3331,10687,5958,254,67716,8542,16122
2024-04-24,308574,5986,24553,263033,16024,8226,2924,290111,66035,42834,37197,4660,2572,11430,50961,3828,12481,6864,292,78084,9836,18567
2024-04-25,335252,6737,27699,287827,17636,9072,3128,321117,73430,46309,39021,4962,2789,12653,56483,4318,13508,7691,328,87308,11036,20826
2024-04-26,340001,6798,27937,291595,17852,9181,3180,324775,74216,46999,39783,5048,2829,12797,57115,4355,13707,7765,332,88173,11140,21023
2024-04-27,326243,6475,26599,279378,17083,8782,3061,310428,70870,45144,38456,4864,2716,12231,54577,4147,13163,7403,316,84102,10618,20039
2024-04-28,312400,6117,25106,266792,16277,8361,2948,295146,67263,43310,37320,4693,2602,11628,51864,3914,12623,7006,299,79653,10043,18956
2024-04-29,264995,5102,20918,225549,13723,7042,2519,248166,56432,36822,32173,4018,2209,9777,43580,3261,10727,5856,249,66651,8390,15837
2024-04-30,247594,4686,19188,210022,12743,6533,2371,229807,52140,34484,30545,3789,2066,9053,40330,2991,10040,5390,229,61413,7718,14570
2024-05-01,246350,4814,19735,212800,12899,6601,2361,227356,51700,36059,29448,3719,2045,9645,41433,3050,9255,5478,233,62347,7848,14815
2024-05-02,310954,6204,25469,269728,16405,8405,2954,290124,66152,45386,36432,4641,2579,12309,52913,3937,11657,7041,300,80037,10095,19054
2024-05-03,325444,6578,27026,283040,17251,8845,3074,305726,69827,47415,37641,4822,2697,12972,55786,4177,12183,7453,318,84654,10691,20177
2024-05-04,315140,6280,25780,273295,16619,8514,2995,293848,66991,46004,36965,4706,2613,12467,53590,3985,11815,7129,304,81037,10220,19290
2024-05-05,314918,6314,25929,273438,16644,8530,2985,294581,67212,45933,36718,4687,2611,12499,53736,4008,11799,7162,306,81381,10270,19383
2024-05-06,261960,5129,21031,226377,13726,7025,2509,242022,55050,38333,31253,3950,2174,10268,44109,3251,9840,5836,249,66408,8361,15783
2024-05-07,254237,4988,20452,219785,13331,6823,2433,235118,53492,37193,30277,3830,2110,9975,42854,3161,9548,5673,242,64549,8128,15343
2024-05-08,297771,5849,23985,257481,15620,7995,2848,275549,62701,43555,35422,4483,2471,11690,50225,3707,11181,6651,283,75675,9531,17990
2024-05-09,308692,5903,24162,265515,16038,8197,2986,281707,63877,45315,37647,4715,2565,11950,51295,3734,11624,6736,286,76767,9643,18205
2024-05-10,330802,6636,27251,287259,17487,8962,3135,309523,70625,48246,38551,4922,2742,13133,56463,4212,12393,7526,321,85521,10793,20370
2024-05-11,336379,6876,28273,293230,17906,9187,3161,317903,72715,48930,38459,4951,2786,13489,58033,4370,12576,7781,332,88310,11165,21069
2024-05-12,305714,6028,24729,264559,16060,8222,2919,283486,64540,44693,36229,4592,2537,12027,51680,3822,11475,6852,292,77943,9820,18536
2024-05-13,255489,4879,19970,219698,13267,6780,2472,233000,52824,37511,31195,3905,2123,9884,42424,3086,9622,5569,237,63471,7972,15050
2024-05-14,268696,5495,22595,234251,14306,7340,2525,253997,58101,39082,30706,3954,2225,10778,46368,3492,10045,6217,266,70567,8922,16837
2024-05-15,306247,6117,25116,265710,16164,8282,2908,285914,65203,44691,35838,4567,2539,12131,52148,3882,11479,6942,296,78903,9954,18786
2024-05-16,334976,6708,27546,290786,17697,9069,3177,313156,71439,48866,39101,4989,2777,13287,57122,4258,12552,7610,325,86484,10913,20596
2024-05-17,330419,6542,26844,286173,17383,8902,3149,307053,69943,48277,39002,4952,2741,13027,55985,4149,12396,7433,317,84523,10653,20108
2024-05-18,283381,5447,22305,243992,14750,7541,2735,259304,58837,41571,34397,4316,2354,11000,47225,3447,10665,6212,264,70769,8894,16790
2024-05-19,280125,5322,21778,240646,14520,7419,2716,254801,57728,41156,34359,4293,2329,10809,46384,3366,10555,6079,258,69307,8700,16426
2024-05-20,253829,4834,19784,218156,13169,6729,2459,231165,52389,37281,31068,3885,2110,9806,42086,3058,9562,5520,235,62922,7900,14916
2024-05-21,247789,4867,19958,214261,12998,6653,2370,229295,52176,36244,29476,3730,2056,9728,41794,3085,9304,5535,236,62971,7931,14970
2024-05-22,295343,5927,24343,256492,15615,8003,2798,276415,63075,43072,34402,4393,2448,11728,50424,3763,11064,6722,287,76384,9640,18194
2024-05-23,305058,6058,24863,264367,16067,8229,2904,283931,64701,44554,35904,4565,2530,12046,51775,3843,11441,6880,293,78225,9862,18615
2024-05-24,335081,7031,28959,293696,18013,9256,3111,321149,73707,48557,37261,4856,2771,13628,58685,4476,12491,7931,339,89876,11391,21492
2024-05-25,314536,6282,25791,272894,16600,8505,2986,293630,66961,45902,36813,4691,2608,12458,53555,3986,11790,7129,304,81029,10222,19292
2024-05-26,303199,5913,24236,261801,15864,8117,2909,279526,63546,44392,36313,4582,2517,11859,50936,3746,11394,6730,287,76608,9641,18200
2024-05-27,268382,5343,21929,232694,14147,7247,2552,250107,57011,39184,31514,4010,2226,10611,45611,3390,10063,6065,259,68953,8696,16412
2024-05-28,233785,4441,18172,200831,12118,6191,2267,212635,48174,34348,28679,3583,1943,9020,38708,2809,8809,5073,216,57835,7260,13707
2024-05-29,260488,4941,20213,223700,13494,6893,2528,236726,53620,38280,32001,3995,2166,10042,43091,3124,9817,5644,240,64358,8077,15250
2024-05-30,322104,6655,27384,281410,17215,8838,3012,306159,70127,46781,36417,4711,2666,12991,55912,4233,12028,7521,321,85307,10796,20372
2024-05-31,316650,6380,26207,275215,16766,8594,2995,296968,67799,46154,36741,4700,2625,12600,54182,4051,11858,7232,309,82155,10372,19576
2024-06-01,317794,6316,25925,275072,16724,8604,3030,297731,67868,45970,37582,4731,2626,12544,54035,4011,11896,7178,306,81600,10290,19422
2024-06-02,285632,5469,22393,245411,14831,7614,2766,262456,59536,41526,34988,4339,2365,11056,47565,3465,10734,6246,266,71163,8942,16881
2024-06-03,253832,4743,19388,217061,13066,6699,2483,230337,52083,37020,31774,3905,2104,9702,41705,3000,9562,5434,231,62012,7773,14676
2024-06-04,250406,4837,19817,215517,13043,6699,2416,231137,52492,36362,30426,3787,2072,9737,41903,3066,9401,5517,235,62831,7902,14916
2024-06-05,319248,6416,26357,276961,16870,8685,3028,300869,68683,46108,37336,4723,2636,12677,54627,4078,11936,7282,311,82726,10444,19710
2024-06-06,332447,6816,28035,289592,17698,9122,3126,316640,72471,47879,38096,4862,2743,13343,57535,4338,12402,7716,330,87558,11075,20899
2024-06-07,321601,6431,26410,278718,16963,8730,3058,302285,68962,46480,37800,4771,2657,12737,54874,4086,12030,7304,312,82996,10473,19766
2024-06-08,283221,5408,22136,243203,14690,7541,2746,259854,58924,41191,34783,4309,2345,10947,47088,3425,10646,6177,263,70399,8843,16695
2024-06-09,275443,5068,20693,234847,14102,7223,2710,247987,55960,40252,34940,4271,2285,10445,44874,3201,10393,5818,247,66462,8317,15706
2024-06-10,262541,5109,20943,226295,13711,7046,2525,243280,55304,38086,31679,3954,2172,10249,44117,3240,9849,5822,248,66275,8341,15745
2024-06-11,260799,5131,21045,225277,13674,7031,2497,243029,55325,37778,31148,3905,2156,10239,44090,3256,9773,5838,249,66413,8367,15793
2024-06-12,301460,5796,23736,259215,15675,8049,2915,277578,63000,43804,36790,4570,2495,11694,50313,3672,11324,6615,281,75352,9472,17881
2024-06-13,298109,5617,22972,255330,15390,7894,2906,271661,61494,43432,37047,4567,2470,11443,49203,3554,11221,6428,273,73315,9197,17365
2024-06-14,331799,6671,27403,287869,17536,9028,3147,312754,71400,47918,38791,4908,2740,13178,56786,4240,12404,7571,323,86002,10858,20492
2024-06-15,337458,6842,28121,293282,17890,9215,3189,319508,73021,48678,39118,4967,2786,13463,58031,4351,12604,7757,331,88071,11128,21000
2024-06-16,315939,6207,25456,272829,16556,8512,3027,294195,66960,45774,37785,4734,2612,12395,53369,3939,11841,7064,301,80363,10123,19108
2024-06-17,269372,5276,21633,232474,14100,7248,2584,250432,56977,39044,32310,4043,2228,10551,45425,3347,10099,6007,256,68348,8607,16246
2024-06-18,251908,4957,20332,217606,13209,6792,2412,234769,53446,36489,30080,3771,2083,9891,42592,3146,9439,5640,240,64160,8083,15257
2024-06-19,333062,6838,28129,290212,17740,9144,3129,317464,72673,47958,38110,4867,2747,13377,57687,4353,12423,7740,331,87821,11109,20964
2024-06-20,360435,7518,30957,315100,19312,9964,3362,346478,79477,51781,40556,5217,2971,14601,62998,4790,13420,8493,363,96276,12197,23014
2024-06-21,346070,7077,29105,301301,18406,9485,3258,329170,75314,49859,39762,5069,2855,13871,59806,4504,12914,8015,342,90957,11502,21705
2024-06-22,349971,7081,29098,304024,18539,9548,3310,330981,75622,50498,40657,5158,2889,13946,60110,4502,13075,8029,343,91178,11518,21737
2024-06-23,301492,5714,23377,258518,15597,8002,2932,275562,62425,43891,37275,4605,2497,11608,49920,3617,11342,6534,278,74493,9350,17654
2024-06-24,268596,5234,21457,231575,14034,7212,2582,249062,56628,38958,32369,4042,2222,10493,45168,3320,10075,5964,254,67876,8543,16127
2024-06-25,258270,5093,20894,223199,13553,6970,2470,240974,54874,37400,30776,3862,2135,10153,43721,3233,9676,5794,247,65896,8304,15674
2024-06-26,303097,5746,23509,259908,15681,8046,2947,277067,62768,44123,37465,4629,2510,11671,50194,3637,11402,6570,279,74906,9402,17752
